Place,Total,SeaLevel,CoastalDEM_Perm_p5,CoastalDEM_Perm_p50,CoastalDEM_Perm_p95,CoastalDEM_RL1_p5,CoastalDEM_RL1_p50,CoastalDEM_RL1_p95,SRTM_Perm_p5,SRTM_Perm_p50,SRTM_Perm_p95,SRTM_RL1_p5,SRTM_RL1_p50,SRTM_RL1_p95,JAXA_Perm_p5,JAXA_Perm_p50,JAXA_Perm_p95,JAXA_RL1_p5,JAXA_RL1_p50,JAXA_RL1_p95,MERITDEM_Perm_p5,MERITDEM_Perm_p50,MERITDEM_Perm_p95,MERITDEM_RL1_p5,MERITDEM_RL1_p50,MERITDEM_RL1_p95
Reunion,0.76,K17_rcp85_2100,0.01,0.02,0.03,0.01,0.02,0.04,0.00,0.00,0.01,0.00,0.00,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.00,0.00,0.01,0.00,0.00,0.01
Romania,22,Present day,--,0.00 ,--,--,0.00 ,--,--,0.00 ,--,--,0.00 ,--,--,0.01 ,--,--,0.01 ,--,--,0.00 ,--,--,0.00 ,--
Romania,22,K14_rcp26_2050,0.00,0.00,0.01,0.00,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00
Romania,22,K14_rcp26_2100,0.00,0.01,0.02,0.00,0.01,0.02,0.00,0.00,0.01,0.00,0.00,0.01,0.01,0.01,0.02,0.01,0.02,0.02,0.00,0.00,0.01,0.00,0.00,0.01
Romania,22,K14_rcp45_2050,0.00,0.00,0.01,0.00,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00
Romania,22,K14_rcp45_2100,0.00,0.01,0.02,0.00,0.01,0.02,0.00,0.00,0.01,0.00,0.00,0.01,0.01,0.01,0.02,0.01,0.02,0.02,0.00,0.00,0.01,0.00,0.00,0.01
Romania,22,K14_rcp85_2050,0.00,0.00,0.02,0.00,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00
Romania,22,K14_rcp85_2100,0.00,0.01,0.02,0.00,0.02,0.02,0.00,0.00,0.01,0.00,0.00,0.01,0.01,0.01,0.02,0.01,0.02,0.02,0.00,0.00,0.01,0.00,0.00,0.01
Romania,22,K17_rcp26_2050,0.00,0.00,0.02,0.00,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00
Romania,22,K17_rcp26_2100,0.00,0.01,0.02,0.00,0.02,0.02,0.00,0.00,0.01,0.00,0.00,0.01,0.01,0.01,0.02,0.01,0.02,0.02,0.00,0.00,0.01,0.00,0.00,0.01
Romania,22,K17_rcp45_2050,0.00,0.00,0.02,0.00,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00
Romania,22,K17_rcp45_2100,0.00,0.02,0.02,0.00,0.02,0.03,0.00,0.00,0.02,0.00,0.00,0.02,0.01,0.02,0.03,0.01,0.02,0.03,0.00,0.00,0.01,0.00,0.00,0.01
Romania,22,K17_rcp85_2050,0.00,0.00,0.02,0.00,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00
Romania,22,K17_rcp85_2100,0.00,0.02,0.04,0.01,0.02,0.04,0.00,0.01,0.03,0.00,0.01,0.04,0.01,0.02,0.03,0.01,0.02,0.03,0.00,0.01,0.02,0.00,0.01,0.02
Russia,130,Present day,--,0.18 ,--,--,0.21 ,--,--,0.01 ,--,--,0.06 ,--,--,0.13 ,--,--,0.17 ,--,--,0.03 ,--,--,0.05 ,--
Russia,130,K14_rcp26_2050,0.18,0.21,0.24,0.21,0.23,0.26,0.01,0.03,0.08,0.07,0.09,0.14,0.13,0.15,0.19,0.17,0.19,0.23,0.04,0.04,0.06,0.05,0.06,0.08
Russia,130,K14_rcp26_2100,0.19,0.23,0.28,0.22,0.25,0.31,0.01,0.06,0.18,0.07,0.12,0.23,0.14,0.18,0.25,0.17,0.21,0.29,0.04,0.05,0.09,0.05,0.07,0.11
Russia,130,K14_rcp45_2050,0.18,0.21,0.24,0.21,0.23,0.26,0.01,0.04,0.07,0.07,0.10,0.13,0.13,0.15,0.19,0.17,0.19,0.22,0.04,0.05,0.06,0.05,0.06,0.08
Russia,130,K14_rcp45_2100,0.19,0.24,0.29,0.22,0.26,0.33,0.03,0.08,0.20,0.09,0.14,0.25,0.14,0.19,0.26,0.18,0.22,0.30,0.04,0.06,0.09,0.06,0.08,0.12
Russia,130,K14_rcp85_2050,0.18,0.21,0.25,0.22,0.23,0.26,0.01,0.04,0.09,0.07,0.10,0.14,0.13,0.15,0.19,0.17,0.19,0.23,0.04,0.05,0.06,0.05,0.06,0.08
Russia,130,K14_rcp85_2100,0.19,0.25,0.31,0.22,0.27,0.35,0.03,0.10,0.24,0.09,0.15,0.29,0.14,0.20,0.29,0.18,0.24,0.33,0.04,0.06,0.11,0.06,0.09,0.14
Russia,130,K17_rcp26_2050,0.18,0.21,0.25,0.21,0.23,0.27,0.01,0.03,0.09,0.06,0.09,0.14,0.13,0.15,0.20,0.17,0.19,0.24,0.03,0.04,0.06,0.05,0.06,0.08
Russia,130,K17_rcp26_2100,0.18,0.24,0.30,0.21,0.26,0.34,0.01,0.06,0.22,0.06,0.12,0.27,0.13,0.18,0.27,0.17,0.22,0.32,0.03,0.06,0.10,0.05,0.07,0.13
Russia,130,K17_rcp45_2050,0.18,0.21,0.25,0.21,0.23,0.27,0.01,0.04,0.08,0.07,0.10,0.14,0.13,0.15,0.19,0.17,0.19,0.23,0.03,0.05,0.06,0.05,0.06,0.08
Russia,130,K17_rcp45_2100,0.19,0.26,0.36,0.22,0.28,0.41,0.05,0.12,0.31,0.10,0.15,0.36,0.14,0.22,0.33,0.18,0.26,0.38,0.04,0.07,0.14,0.06,0.10,0.18
Russia,130,K17_rcp85_2050,0.18,0.21,0.25,0.21,0.23,0.27,0.01,0.04,0.10,0.06,0.10,0.14,0.13,0.15,0.20,0.17,0.19,0.24,0.03,0.05,0.06,0.05,0.06,0.09
Russia,130,K17_rcp85_2100,0.20,0.30,0.53,0.23,0.34,0.62,0.09,0.21,0.42,0.13,0.26,0.47,0.17,0.28,0.46,0.21,0.33,0.51,0.05,0.11,0.24,0.07,0.14,0.29
Saint Lucia,0.16,Present day,--,0.00 ,--,--,0.00 ,--,--,0.00 ,--,--,0.00 ,--,--,0.00 ,--,--,0.00 ,--,--,0.00 ,--,--,0.00 ,--
Saint Lucia,0.16,K14_rcp26_2050,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Saint Lucia,0.16,K14_rcp26_2100,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Saint Lucia,0.16,K14_rcp45_2050,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Saint Lucia,0.16,K14_rcp45_2100,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Saint Lucia,0.16,K14_rcp85_2050,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Saint Lucia,0.16,K14_rcp85_2100,0.00,0.00,0.02,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Saint Lucia,0.16,K17_rcp26_2050,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Saint Lucia,0.16,K17_rcp26_2100,0.00,0.00,0.01,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Saint Lucia,0.16,K17_rcp45_2050,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Saint Lucia,0.16,K17_rcp45_2100,0.00,0.01,0.02,0.00,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Saint Lucia,0.16,K17_rcp85_2050,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Saint Lucia,0.16,K17_rcp85_2100,0.00,0.02,0.03,0.00,0.02,0.03,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.01
Samoa,0.19,Present day,--,0.02 ,--,--,0.02 ,--,--,0.00 ,--,--,0.00 ,--,--,0.01 ,--,--,0.01 ,--,--,0.00 ,--,--,0.00 ,--
Samoa,0.19,K14_rcp26_2050,0.02,0.02,0.03,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00
Samoa,0.19,K14_rcp26_2100,0.03,0.03,0.03,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00
Samoa,0.19,K14_rcp45_2050,0.02,0.02,0.03,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00
Samoa,0.19,K14_rcp45_2100,0.03,0.03,0.03,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00
Samoa,0.19,K14_rcp85_2050,0.02,0.02,0.03,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00
Samoa,0.19,K14_rcp85_2100,0.03,0.03,0.03,0.03,0.03,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00
Samoa,0.19,K17_rcp26_2050,0.02,0.02,0.03,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00
Samoa,0.19,K17_rcp26_2100,0.02,0.03,0.03,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00
Samoa,0.19,K17_rcp45_2050,0.02,0.02,0.03,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00
Samoa,0.19,K17_rcp45_2100,0.03,0.03,0.04,0.03,0.03,0.04,0.00,0.00,0.01,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.01
Samoa,0.19,K17_rcp85_2050,0.02,0.03,0.03,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00
Samoa,0.19,K17_rcp85_2100,0.03,0.04,0.04,0.03,0.04,0.04,0.00,0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.01,0.00,0.00,0.01
Sao Tome and Principe,0.18,Present day,--,0.01 ,--,--,0.02 ,--,--,0.00 ,--,--,0.00 ,--,--,0.00 ,--,--,0.00 ,--,--,0.00 ,--,--,0.00 ,--
Sao Tome and Principe,0.18,K14_rcp26_2050,0.01,0.01,0.01,0.02,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Sao Tome and Principe,0.18,K14_rcp26_2100,0.01,0.02,0.02,0.02,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Sao Tome and Principe,0.18,K14_rcp45_2050,0.01,0.01,0.01,0.02,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Sao Tome and Principe,0.18,K14_rcp45_2100,0.01,0.02,0.02,0.02,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Sao Tome and Principe,0.18,K14_rcp85_2050,0.01,0.01,0.01,0.02,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Sao Tome and Principe,0.18,K14_rcp85_2100,0.02,0.02,0.03,0.02,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Sao Tome and Principe,0.18,K17_rcp26_2050,0.01,0.01,0.02,0.02,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Sao Tome and Principe,0.18,K17_rcp26_2100,0.01,0.02,0.02,0.02,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Sao Tome and Principe,0.18,K17_rcp45_2050,0.01,0.01,0.02,0.02,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Sao Tome and Principe,0.18,K17_rcp45_2100,0.01,0.02,0.03,0.02,0.03,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Sao Tome and Principe,0.18,K17_rcp85_2050,0.01,0.01,0.02,0.02,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Sao Tome and Principe,0.18,K17_rcp85_2100,0.02,0.03,0.04,0.03,0.04,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Saudi Arabia,26,Present day,--,0.14 ,--,--,0.23 ,--,--,0.00 ,--,--,0.03 ,--,--,0.02 ,--,--,0.04 ,--,--,0.02 ,--,--,0.03 ,--
Saudi Arabia,26,K14_rcp26_2050,0.17,0.20,0.22,0.24,0.27,0.31,0.01,0.02,0.03,0.04,0.05,0.06,0.03,0.03,0.04,0.05,0.06,0.06,0.02,0.03,0.03,0.04,0.04,0.05
Saudi Arabia,26,K14_rcp26_2100,0.19,0.24,0.35,0.26,0.38,0.56,0.02,0.04,0.07,0.05,0.07,0.12,0.03,0.05,0.07,0.05,0.07,0.11,0.03,0.04,0.06,0.04,0.06,0.09
Saudi Arabia,26,K14_rcp45_2050,0.17,0.20,0.22,0.25,0.27,0.32,0.01,0.02,0.03,0.04,0.05,0.06,0.03,0.04,0.04,0.05,0.06,0.06,0.02,0.03,0.03,0.04,0.04,0.05
Saudi Arabia,26,K14_rcp45_2100,0.21,0.25,0.41,0.27,0.42,0.65,0.02,0.05,0.08,0.06,0.08,0.13,0.04,0.05,0.07,0.06,0.07,0.11,0.03,0.04,0.07,0.04,0.07,0.10
Saudi Arabia,26,K14_rcp85_2050,0.17,0.21,0.23,0.24,0.27,0.35,0.01,0.02,0.04,0.04,0.06,0.07,0.03,0.04,0.05,0.05,0.06,0.07,0.02,0.03,0.03,0.04,0.04,0.06
Saudi Arabia,26,K14_rcp85_2100,0.23,0.31,0.53,0.34,0.49,1.00,0.04,0.07,0.11,0.07,0.10,0.16,0.04,0.06,0.10,0.07,0.09,0.14,0.03,0.05,0.09,0.05,0.08,0.12
Saudi Arabia,26,K17_rcp26_2050,0.14,0.20,0.23,0.23,0.26,0.35,0.00,0.02,0.04,0.03,0.05,0.07,0.02,0.03,0.05,0.04,0.05,0.07,0.02,0.03,0.03,0.03,0.04,0.06
Saudi Arabia,26,K17_rcp26_2100,0.16,0.24,0.43,0.24,0.38,0.73,0.01,0.04,0.09,0.04,0.07,0.14,0.03,0.05,0.08,0.05,0.07,0.12,0.02,0.04,0.07,0.03,0.06,0.11
Saudi Arabia,26,K17_rcp45_2050,0.15,0.20,0.23,0.23,0.26,0.35,0.01,0.02,0.04,0.04,0.05,0.07,0.02,0.03,0.05,0.05,0.06,0.07,0.02,0.03,0.03,0.03,0.04,0.06
Saudi Arabia,26,K17_rcp45_2100,0.22,0.34,0.84,0.30,0.54,1.4,0.03,0.07,0.15,0.06,0.11,0.20,0.04,0.07,0.13,0.06,0.10,0.18,0.03,0.06,0.11,0.05,0.09,0.15
Saudi Arabia,26,K17_rcp85_2050,0.15,0.21,0.24,0.23,0.27,0.39,0.01,0.02,0.04,0.04,0.06,0.08,0.02,0.04,0.05,0.05,0.06,0.07,0.02,0.03,0.04,0.03,0.04,0.06
Saudi Arabia,26,K17_rcp85_2100,0.29,0.66,1.9,0.47,1.2,2.2,0.06,0.13,0.26,0.10,0.18,0.32,0.06,0.12,0.27,0.09,0.16,0.36,0.05,0.10,0.21,0.08,0.14,0.26
Senegal,12,Present day,--,0.09 ,--,--,0.15 ,--,--,0.01 ,--,--,0.01 ,--,--,0.01 ,--,--,0.01 ,--,--,0.03 ,--,--,0.04 ,--
Senegal,12,K14_rcp26_2050,0.10,0.12,0.23,0.23,0.37,0.59,0.01,0.01,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.03,0.04,0.04,0.05,0.05
Senegal,12,K14_rcp26_2100,0.11,0.31,0.73,0.28,0.69,0.91,0.01,0.02,0.03,0.02,0.02,0.04,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.04,0.07,0.04,0.06,0.09
Senegal,12,K14_rcp45_2050,0.10,0.13,0.23,0.24,0.38,0.61,0.01,0.01,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.03,0.04,0.04,0.05,0.06
Senegal,12,K14_rcp45_2100,0.11,0.46,0.79,0.35,0.72,1.00,0.01,0.02,0.03,0.02,0.02,0.04,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.05,0.07,0.05,0.07,0.10
Senegal,12,K14_rcp85_2050,0.10,0.14,0.26,0.25,0.42,0.66,0.01,0.01,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.04,0.04,0.04,0.05,0.06
Senegal,12,K14_rcp85_2100,0.21,0.69,0.98,0.56,0.82,1.2,0.02,0.02,0.04,0.02,0.03,0.06,0.01,0.01,0.02,0.01,0.01,0.02,0.04,0.06,0.10,0.05,0.08,0.13
Senegal,12,K17_rcp26_2050,0.09,0.11,0.28,0.19,0.36,0.68,0.01,0.01,0.02,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.03,0.04,0.04,0.05,0.06
Senegal,12,K17_rcp26_2100,0.10,0.40,0.83,0.24,0.71,1.1,0.01,0.02,0.03,0.02,0.02,0.05,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.05,0.08,0.04,0.06,0.11
Senegal,12,K17_rcp45_2050,0.09,0.13,0.30,0.19,0.39,0.69,0.01,0.01,0.02,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.03,0.04,0.04,0.05,0.06
Senegal,12,K17_rcp45_2100,0.21,0.74,1.4,0.57,0.92,1.5,0.02,0.03,0.06,0.02,0.04,0.08,0.01,0.01,0.02,0.01,0.02,0.03,0.04,0.07,0.14,0.05,0.09,0.18
Senegal,12,K17_rcp85_2050,0.10,0.16,0.38,0.22,0.46,0.70,0.01,0.01,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.04,0.05,0.04,0.05,0.06
Senegal,12,K17_rcp85_2100,0.69,1.2,1.9,0.83,1.4,2.0,0.02,0.05,0.14,0.03,0.07,0.17,0.01,0.02,0.07,0.01,0.03,0.09,0.06,0.12,0.28,0.08,0.15,0.33
Seychelles,0.09,Present day,--,0.00 ,--,--,0.01 ,--,--,0.01 ,--,--,0.01 ,--,--,0.00 ,--,--,0.01 ,--,--,0.00 ,--,--,0.01 ,--
Seychelles,0.09,K14_rcp26_2050,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.01,0.01,0.01,0.00,0.00,0.00,0.01,0.01,0.01
Seychelles,0.09,K14_rcp26_2100,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.01,0.01,0.01,0.01,0.00,0.00,0.01,0.01,0.01,0.01
Seychelles,0.09,K14_rcp45_2050,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.01,0.01,0.01,0.00,0.00,0.00,0.01,0.01,0.01
Seychelles,0.09,K14_rcp45_2100,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.01,0.01,0.01,0.01,0.00,0.00,0.01,0.01,0.01,0.01
Seychelles,0.09,K14_rcp85_2050,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.01,0.01,0.01,0.00,0.00,0.00,0.01,0.01,0.01
Seychelles,0.09,K14_rcp85_2100,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.01
Seychelles,0.09,K17_rcp26_2050,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.01,0.01,0.01,0.00,0.00,0.00,0.01,0.01,0.01
Seychelles,0.09,K17_rcp26_2100,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.01,0.01,0.01,0.01,0.00,0.00,0.01,0.01,0.01,0.01
Seychelles,0.09,K17_rcp45_2050,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.01,0.01,0.01,0.00,0.00,0.00,0.01,0.01,0.01
Seychelles,0.09,K17_rcp45_2100,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.01
Seychelles,0.09,K17_rcp85_2050,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.01,0.01,0.01,0.00,0.00,0.00,0.01,0.01,0.01
Seychelles,0.09,K17_rcp85_2100,0.01,0.01,0.02,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Sierra Leone,5.3,Present day,--,0.04 ,--,--,0.04 ,--,--,0.01 ,--,--,0.01 ,--,--,0.00 ,--,--,0.01 ,--,--,0.00 ,--,--,0.01 ,--
Sierra Leone,5.3,K14_rcp26_2050,0.04,0.04,0.04,0.05,0.05,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.01,0.01,0.01,0.01,0.00,0.00,0.01,0.01,0.01,0.01
Sierra Leone,5.3,K14_rcp26_2100,0.04,0.05,0.06,0.05,0.06,0.08,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.02
Sierra Leone,5.3,K14_rcp45_2050,0.04,0.04,0.04,0.05,0.05,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.01,0.01,0.01,0.01,0.00,0.00,0.01,0.01,0.01,0.01
Sierra Leone,5.3,K14_rcp45_2100,0.04,0.05,0.06,0.05,0.06,0.08,0.01,0.01,0.01,0.01,0.01,0.02,0.00,0.01,0.01,0.01,0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.02
Sierra Leone,5.3,K14_rcp85_2050,0.04,0.04,0.05,0.05,0.05,0.06,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.01,0.01,0.01,0.01,0.00,0.00,0.01,0.01,0.01,0.01
Sierra Leone,5.3,K14_rcp85_2100,0.04,0.06,0.08,0.05,0.07,0.10,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.03
Sierra Leone,5.3,K17_rcp26_2050,0.04,0.04,0.05,0.05,0.05,0.06,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.01,0.01,0.01,0.01,0.00,0.00,0.01,0.01,0.01,0.01
Sierra Leone,5.3,K17_rcp26_2100,0.04,0.05,0.07,0.05,0.06,0.09,0.01,0.01,0.01,0.01,0.01,0.02,0.00,0.01,0.01,0.01,0.01,0.01,0.00,0.01,0.02,0.01,0.01,0.03
Sierra Leone,5.3,K17_rcp45_2050,0.04,0.04,0.05,0.05,0.05,0.06,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.01,0.01,0.01,0.01,0.00,0.00,0.01,0.01,0.01,0.01
Sierra Leone,5.3,K17_rcp45_2100,0.05,0.07,0.11,0.06,0.08,0.13,0.01,0.01,0.02,0.01,0.02,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.04,0.01,0.02,0.06
Sierra Leone,5.3,K17_rcp85_2050,0.04,0.04,0.05,0.05,0.05,0.06,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.01
Sierra Leone,5.3,K17_rcp85_2100,0.06,0.10,0.17,0.08,0.12,0.19,0.01,0.02,0.05,0.01,0.03,0.06,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.03,0.08,0.02,0.05,0.10
Solomon Islands,0.51,Present day,--,0.03 ,--,--,0.04 ,--,--,0.02 ,--,--,0.02 ,--,--,0.05 ,--,--,0.05 ,--,--,0.05 ,--,--,0.05 ,--
