Place,Total,SeaLevel,CoastalDEM_Perm_p5,CoastalDEM_Perm_p50,CoastalDEM_Perm_p95,CoastalDEM_RL1_p5,CoastalDEM_RL1_p50,CoastalDEM_RL1_p95,SRTM_Perm_p5,SRTM_Perm_p50,SRTM_Perm_p95,SRTM_RL1_p5,SRTM_RL1_p50,SRTM_RL1_p95,JAXA_Perm_p5,JAXA_Perm_p50,JAXA_Perm_p95,JAXA_RL1_p5,JAXA_RL1_p50,JAXA_RL1_p95,MERITDEM_Perm_p5,MERITDEM_Perm_p50,MERITDEM_Perm_p95,MERITDEM_RL1_p5,MERITDEM_RL1_p50,MERITDEM_RL1_p95
French Guiana,0.17,K17_rcp26_2050,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
French Guiana,0.17,K17_rcp26_2100,0.00,0.00,0.01,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.01,0.01
French Guiana,0.17,K17_rcp45_2050,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
French Guiana,0.17,K17_rcp45_2100,0.00,0.00,0.02,0.00,0.01,0.05,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.01,0.01,0.01,0.01,0.01
French Guiana,0.17,K17_rcp85_2050,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01
French Guiana,0.17,K17_rcp85_2100,0.00,0.01,0.06,0.01,0.04,0.07,0.00,0.01,0.01,0.00,0.01,0.01,0.00,0.01,0.01,0.00,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.03
French Polynesia,0.28,Present day,--,0.01 ,--,--,0.01 ,--,--,0.01 ,--,--,0.01 ,--,--,0.00 ,--,--,0.00 ,--,--,0.00 ,--,--,0.00 ,--
French Polynesia,0.28,K14_rcp26_2050,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
French Polynesia,0.28,K14_rcp26_2100,0.01,0.01,0.02,0.01,0.02,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.01,0.00,0.01,0.01,0.00,0.00,0.01,0.00,0.00,0.01
French Polynesia,0.28,K14_rcp45_2050,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
French Polynesia,0.28,K14_rcp45_2100,0.01,0.01,0.03,0.01,0.02,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.01,0.00,0.01,0.01,0.00,0.00,0.01,0.00,0.00,0.01
French Polynesia,0.28,K14_rcp85_2050,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
French Polynesia,0.28,K14_rcp85_2100,0.01,0.02,0.04,0.01,0.02,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.01,0.01,0.00,0.01,0.01,0.00,0.00,0.01,0.00,0.01,0.01
French Polynesia,0.28,K17_rcp26_2050,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
French Polynesia,0.28,K17_rcp26_2100,0.01,0.01,0.03,0.01,0.02,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.01,0.00,0.01,0.01,0.00,0.00,0.01,0.00,0.00,0.01
French Polynesia,0.28,K17_rcp45_2050,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
French Polynesia,0.28,K17_rcp45_2100,0.01,0.02,0.06,0.01,0.03,0.07,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.01,0.01,0.00,0.01,0.01,0.00,0.01,0.01,0.00,0.01,0.01
French Polynesia,0.28,K17_rcp85_2050,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00
French Polynesia,0.28,K17_rcp85_2100,0.02,0.05,0.09,0.03,0.06,0.09,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Gabon,1.6,Present day,--,0.00 ,--,--,0.01 ,--,--,0.00 ,--,--,0.00 ,--,--,0.01 ,--,--,0.01 ,--,--,0.00 ,--,--,0.00 ,--
Gabon,1.6,K14_rcp26_2050,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00
Gabon,1.6,K14_rcp26_2100,0.01,0.01,0.01,0.01,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.00
Gabon,1.6,K14_rcp45_2050,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00
Gabon,1.6,K14_rcp45_2100,0.01,0.01,0.01,0.01,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.02,0.02,0.02,0.04,0.00,0.00,0.00,0.00,0.00,0.00
Gabon,1.6,K14_rcp85_2050,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00
Gabon,1.6,K14_rcp85_2100,0.01,0.01,0.02,0.01,0.02,0.10,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.02,0.03,0.02,0.03,0.04,0.00,0.00,0.00,0.00,0.00,0.01
Gabon,1.6,K17_rcp26_2050,0.00,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00
Gabon,1.6,K17_rcp26_2100,0.01,0.01,0.02,0.01,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.02,0.01,0.02,0.04,0.00,0.00,0.00,0.00,0.00,0.00
Gabon,1.6,K17_rcp45_2050,0.00,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00
Gabon,1.6,K17_rcp45_2100,0.01,0.01,0.03,0.01,0.02,0.14,0.00,0.00,0.01,0.00,0.01,0.01,0.01,0.02,0.04,0.02,0.03,0.05,0.00,0.00,0.00,0.00,0.00,0.01
Gabon,1.6,K17_rcp85_2050,0.01,0.01,0.01,0.01,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00
Gabon,1.6,K17_rcp85_2100,0.01,0.02,0.18,0.02,0.12,0.25,0.00,0.01,0.01,0.01,0.01,0.02,0.01,0.03,0.06,0.03,0.05,0.08,0.00,0.00,0.01,0.00,0.01,0.02
Gambia,1.8,Present day,--,0.01 ,--,--,0.02 ,--,--,0.00 ,--,--,0.00 ,--,--,0.00 ,--,--,0.00 ,--,--,0.00 ,--,--,0.00 ,--
Gambia,1.8,K14_rcp26_2050,0.02,0.02,0.02,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01
Gambia,1.8,K14_rcp26_2100,0.02,0.03,0.04,0.03,0.04,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01
Gambia,1.8,K14_rcp45_2050,0.02,0.02,0.03,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01
Gambia,1.8,K14_rcp45_2100,0.02,0.03,0.05,0.03,0.04,0.06,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.02
Gambia,1.8,K14_rcp85_2050,0.02,0.02,0.03,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01
Gambia,1.8,K14_rcp85_2100,0.02,0.04,0.06,0.03,0.05,0.08,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.02
Gambia,1.8,K17_rcp26_2050,0.02,0.02,0.03,0.02,0.03,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01
Gambia,1.8,K17_rcp26_2100,0.02,0.03,0.05,0.03,0.04,0.07,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,0.02
Gambia,1.8,K17_rcp45_2050,0.02,0.02,0.03,0.02,0.03,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01
Gambia,1.8,K17_rcp45_2100,0.02,0.04,0.08,0.03,0.06,0.10,0.00,0.00,0.01,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.01,0.01,0.04
Gambia,1.8,K17_rcp85_2050,0.02,0.02,0.03,0.03,0.03,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01
Gambia,1.8,K17_rcp85_2100,0.04,0.07,0.13,0.05,0.09,0.14,0.00,0.01,0.03,0.00,0.01,0.03,0.00,0.00,0.01,0.00,0.00,0.01,0.01,0.02,0.05,0.01,0.03,0.06
Georgia,4.6,Present day,--,0.00 ,--,--,0.00 ,--,--,0.00 ,--,--,0.00 ,--,--,0.00 ,--,--,0.00 ,--,--,0.00 ,--,--,0.00 ,--
Georgia,4.6,K14_rcp26_2050,0.00,0.01,0.01,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,0.01,0.00,0.01,0.01,0.00,0.01,0.01
Georgia,4.6,K14_rcp26_2100,0.00,0.01,0.03,0.00,0.01,0.03,0.00,0.00,0.03,0.00,0.00,0.03,0.00,0.01,0.03,0.00,0.01,0.03,0.00,0.01,0.03,0.00,0.01,0.03
Georgia,4.6,K14_rcp45_2050,0.00,0.01,0.01,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,0.01,0.00,0.01,0.01,0.00,0.01,0.01
Georgia,4.6,K14_rcp45_2100,0.00,0.01,0.03,0.00,0.01,0.04,0.00,0.00,0.03,0.00,0.00,0.04,0.00,0.01,0.03,0.00,0.01,0.03,0.00,0.01,0.03,0.00,0.01,0.04
Georgia,4.6,K14_rcp85_2050,0.00,0.01,0.01,0.00,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,0.01,0.00,0.00,0.01,0.00,0.01,0.01
Georgia,4.6,K14_rcp85_2100,0.00,0.01,0.04,0.00,0.02,0.05,0.00,0.00,0.04,0.00,0.01,0.04,0.00,0.01,0.03,0.01,0.01,0.04,0.00,0.01,0.04,0.00,0.01,0.04
Georgia,4.6,K17_rcp26_2050,0.00,0.01,0.01,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,0.01,0.00,0.00,0.01,0.00,0.01,0.01
Georgia,4.6,K17_rcp26_2100,0.00,0.01,0.03,0.00,0.01,0.03,0.00,0.00,0.03,0.00,0.01,0.03,0.00,0.01,0.03,0.00,0.01,0.03,0.00,0.01,0.03,0.00,0.01,0.04
Georgia,4.6,K17_rcp45_2050,0.00,0.01,0.01,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,0.01,0.00,0.00,0.01,0.00,0.01,0.01
Georgia,4.6,K17_rcp45_2100,0.00,0.02,0.06,0.01,0.02,0.07,0.00,0.01,0.04,0.00,0.01,0.05,0.00,0.01,0.04,0.01,0.02,0.04,0.00,0.01,0.05,0.00,0.02,0.05
Georgia,4.6,K17_rcp85_2050,0.00,0.01,0.01,0.00,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.00,0.01,0.01,0.00,0.00,0.01,0.00,0.01,0.01
Georgia,4.6,K17_rcp85_2100,0.01,0.03,0.12,0.01,0.03,0.13,0.00,0.03,0.06,0.00,0.03,0.07,0.01,0.03,0.06,0.01,0.03,0.06,0.01,0.03,0.07,0.01,0.03,0.08
Germany,82,Present day,--,0.93 ,--,--,1.5 ,--,--,0.88 ,--,--,1.4 ,--,--,0.82 ,--,--,1.2 ,--,--,0.51 ,--,--,0.86 ,--
Germany,82,K14_rcp26_2050,0.95,1.00,1.1,1.5,1.6,1.6,0.91,0.98,1.1,1.4,1.5,1.5,0.84,0.89,0.94,1.3,1.3,1.4,0.53,0.58,0.62,0.88,0.92,0.95
Germany,82,K14_rcp26_2100,0.98,1.1,1.2,1.5,1.6,1.8,0.94,1.1,1.2,1.4,1.5,1.7,0.87,0.95,1.1,1.3,1.4,1.5,0.56,0.63,0.72,0.90,0.95,1.00
Germany,82,K14_rcp45_2050,0.96,1.00,1.00,1.5,1.6,1.6,0.92,0.99,1.1,1.4,1.5,1.5,0.85,0.90,0.94,1.3,1.3,1.4,0.54,0.59,0.62,0.89,0.92,0.95
Germany,82,K14_rcp45_2100,1.00,1.1,1.2,1.6,1.7,1.8,0.99,1.1,1.3,1.5,1.6,1.7,0.90,0.98,1.1,1.3,1.4,1.5,0.59,0.66,0.75,0.92,0.98,1.1
Germany,82,K14_rcp85_2050,0.96,1.00,1.1,1.5,1.6,1.6,0.92,1.00,1.1,1.4,1.5,1.6,0.85,0.91,0.96,1.3,1.3,1.4,0.55,0.59,0.64,0.89,0.93,0.96
Germany,82,K14_rcp85_2100,1.00,1.2,1.4,1.6,1.8,1.9,1.00,1.2,1.4,1.5,1.6,1.8,0.91,1.00,1.2,1.3,1.5,1.6,0.61,0.71,0.84,0.93,1.00,1.1
Germany,82,K17_rcp26_2050,0.94,0.99,1.1,1.5,1.6,1.6,0.89,0.97,1.1,1.4,1.5,1.5,0.83,0.89,0.96,1.2,1.3,1.4,0.52,0.58,0.64,0.87,0.91,0.96
Germany,82,K17_rcp26_2100,0.96,1.1,1.3,1.5,1.6,1.8,0.92,1.1,1.3,1.4,1.5,1.7,0.85,0.96,1.1,1.3,1.4,1.5,0.54,0.64,0.76,0.89,0.96,1.1
Germany,82,K17_rcp45_2050,0.94,1.00,1.1,1.5,1.6,1.6,0.90,0.98,1.1,1.4,1.5,1.5,0.84,0.89,0.96,1.3,1.3,1.4,0.53,0.58,0.64,0.88,0.92,0.96
Germany,82,K17_rcp45_2100,1.00,1.2,1.5,1.6,1.8,2.0,1.1,1.2,1.5,1.5,1.7,1.9,0.94,1.1,1.3,1.4,1.5,1.7,0.62,0.74,0.92,0.95,1.00,1.3
Germany,82,K17_rcp85_2050,0.95,1.00,1.1,1.5,1.6,1.7,0.91,1.00,1.1,1.4,1.5,1.6,0.85,0.91,0.98,1.3,1.3,1.4,0.54,0.60,0.66,0.88,0.93,0.98
Germany,82,K17_rcp85_2100,1.2,1.5,1.9,1.8,2.0,2.4,1.2,1.4,1.8,1.6,1.9,2.3,1.00,1.3,1.6,1.5,1.7,2.1,0.71,0.89,1.1,1.00,1.2,1.5
Ghana,24,Present day,--,0.03 ,--,--,0.03 ,--,--,0.00 ,--,--,0.02 ,--,--,0.01 ,--,--,0.02 ,--,--,0.01 ,--,--,0.02 ,--
Ghana,24,K14_rcp26_2050,0.03,0.03,0.03,0.03,0.03,0.04,0.01,0.02,0.03,0.04,0.04,0.05,0.02,0.02,0.03,0.03,0.04,0.04,0.01,0.02,0.02,0.02,0.03,0.03
Ghana,24,K14_rcp26_2100,0.03,0.03,0.04,0.03,0.04,0.06,0.02,0.04,0.06,0.04,0.06,0.08,0.02,0.03,0.05,0.04,0.05,0.08,0.02,0.02,0.04,0.03,0.04,0.06
Ghana,24,K14_rcp45_2050,0.03,0.03,0.03,0.03,0.03,0.04,0.01,0.02,0.03,0.04,0.04,0.05,0.02,0.02,0.03,0.03,0.04,0.04,0.01,0.02,0.02,0.02,0.03,0.03
Ghana,24,K14_rcp45_2100,0.03,0.03,0.05,0.04,0.04,0.07,0.02,0.04,0.07,0.05,0.07,0.09,0.02,0.04,0.06,0.04,0.06,0.09,0.02,0.03,0.04,0.03,0.04,0.07
Ghana,24,K14_rcp85_2050,0.03,0.03,0.03,0.03,0.03,0.04,0.01,0.02,0.03,0.04,0.05,0.05,0.02,0.02,0.03,0.03,0.04,0.05,0.02,0.02,0.02,0.02,0.03,0.03
Ghana,24,K14_rcp85_2100,0.03,0.04,0.07,0.04,0.05,0.11,0.03,0.06,0.08,0.06,0.08,0.10,0.03,0.05,0.08,0.05,0.07,0.11,0.02,0.03,0.06,0.03,0.05,0.09
Ghana,24,K17_rcp26_2050,0.03,0.03,0.03,0.03,0.03,0.04,0.01,0.02,0.03,0.03,0.04,0.06,0.01,0.02,0.03,0.03,0.04,0.05,0.01,0.02,0.02,0.02,0.03,0.03
Ghana,24,K17_rcp26_2100,0.03,0.03,0.05,0.03,0.04,0.08,0.01,0.04,0.07,0.04,0.06,0.09,0.02,0.03,0.06,0.03,0.05,0.09,0.01,0.02,0.04,0.02,0.04,0.07
Ghana,24,K17_rcp45_2050,0.03,0.03,0.03,0.03,0.03,0.04,0.01,0.02,0.03,0.03,0.04,0.06,0.01,0.02,0.03,0.03,0.04,0.05,0.01,0.02,0.02,0.02,0.03,0.03
Ghana,24,K17_rcp45_2100,0.03,0.04,0.11,0.04,0.06,0.19,0.03,0.06,0.10,0.05,0.08,0.11,0.03,0.05,0.11,0.04,0.08,0.14,0.02,0.04,0.09,0.03,0.06,0.11
Ghana,24,K17_rcp85_2050,0.03,0.03,0.03,0.03,0.03,0.04,0.01,0.02,0.04,0.03,0.05,0.06,0.01,0.02,0.03,0.03,0.04,0.05,0.01,0.02,0.02,0.02,0.03,0.03
Ghana,24,K17_rcp85_2100,0.04,0.09,0.35,0.05,0.15,0.46,0.06,0.09,0.14,0.07,0.11,0.16,0.05,0.10,0.17,0.07,0.13,0.20,0.03,0.07,0.16,0.05,0.10,0.19
Greece,11,Present day,--,0.04 ,--,--,0.04 ,--,--,0.01 ,--,--,0.02 ,--,--,0.02 ,--,--,0.04 ,--,--,0.03 ,--,--,0.03 ,--
Greece,11,K14_rcp26_2050,0.04,0.04,0.05,0.04,0.05,0.06,0.01,0.02,0.02,0.02,0.02,0.03,0.03,0.04,0.06,0.04,0.05,0.07,0.03,0.03,0.04,0.03,0.04,0.05
Greece,11,K14_rcp26_2100,0.04,0.05,0.08,0.04,0.06,0.09,0.01,0.02,0.05,0.02,0.03,0.07,0.03,0.05,0.09,0.04,0.07,0.10,0.03,0.04,0.06,0.03,0.05,0.07
Greece,11,K14_rcp45_2050,0.04,0.04,0.05,0.04,0.05,0.06,0.01,0.02,0.02,0.02,0.02,0.03,0.03,0.04,0.05,0.04,0.05,0.06,0.03,0.03,0.04,0.03,0.04,0.04
Greece,11,K14_rcp45_2100,0.05,0.05,0.07,0.05,0.06,0.08,0.02,0.03,0.04,0.02,0.04,0.06,0.04,0.06,0.08,0.06,0.07,0.09,0.04,0.04,0.06,0.04,0.05,0.06
Greece,11,K14_rcp85_2050,0.04,0.04,0.05,0.04,0.05,0.06,0.01,0.02,0.03,0.02,0.02,0.03,0.03,0.04,0.06,0.04,0.05,0.07,0.03,0.03,0.04,0.03,0.04,0.05
Greece,11,K14_rcp85_2100,0.05,0.06,0.08,0.05,0.07,0.10,0.02,0.03,0.06,0.03,0.04,0.08,0.05,0.07,0.10,0.06,0.08,0.11,0.04,0.05,0.07,0.04,0.06,0.08
Greece,11,K17_rcp26_2050,0.04,0.04,0.05,0.04,0.05,0.06,0.01,0.02,0.03,0.02,0.02,0.03,0.03,0.04,0.06,0.04,0.05,0.07,0.03,0.03,0.04,0.03,0.04,0.05
Greece,11,K17_rcp26_2100,0.04,0.05,0.08,0.04,0.06,0.10,0.01,0.02,0.06,0.02,0.03,0.08,0.03,0.06,0.10,0.04,0.07,0.11,0.03,0.04,0.07,0.03,0.05,0.08
Greece,11,K17_rcp45_2050,0.04,0.04,0.05,0.04,0.05,0.06,0.01,0.02,0.02,0.02,0.02,0.03,0.03,0.04,0.05,0.04,0.05,0.07,0.03,0.03,0.04,0.03,0.04,0.05
Greece,11,K17_rcp45_2100,0.05,0.07,0.11,0.06,0.08,0.13,0.02,0.04,0.10,0.03,0.05,0.11,0.05,0.08,0.12,0.06,0.09,0.13,0.04,0.05,0.09,0.04,0.06,0.10
Greece,11,K17_rcp85_2050,0.04,0.04,0.05,0.04,0.05,0.06,0.01,0.02,0.03,0.02,0.02,0.03,0.03,0.04,0.06,0.04,0.05,0.08,0.03,0.03,0.04,0.03,0.04,0.05
Greece,11,K17_rcp85_2100,0.06,0.10,0.21,0.07,0.11,0.25,0.03,0.08,0.16,0.04,0.10,0.17,0.07,0.11,0.17,0.08,0.12,0.18,0.05,0.08,0.13,0.06,0.09,0.15
Guatemala,14,Present day,--,0.00 ,--,--,0.01 ,--,--,0.00 ,--,--,0.00 ,--,--,0.00 ,--,--,0.00 ,--,--,0.00 ,--,--,0.00 ,--
Guatemala,14,K14_rcp26_2050,0.00,0.01,0.01,0.01,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Guatemala,14,K14_rcp26_2100,0.01,0.01,0.02,0.01,0.02,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Guatemala,14,K14_rcp45_2050,0.00,0.01,0.01,0.01,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Guatemala,14,K14_rcp45_2100,0.01,0.01,0.02,0.01,0.02,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Guatemala,14,K14_rcp85_2050,0.00,0.01,0.01,0.01,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Guatemala,14,K14_rcp85_2100,0.01,0.02,0.04,0.02,0.03,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01
Guatemala,14,K17_rcp26_2050,0.00,0.01,0.01,0.01,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Guatemala,14,K17_rcp26_2100,0.00,0.01,0.03,0.01,0.02,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Guatemala,14,K17_rcp45_2050,0.00,0.01,0.01,0.01,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Guatemala,14,K17_rcp45_2100,0.01,0.02,0.07,0.02,0.04,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01
Guatemala,14,K17_rcp85_2050,0.00,0.01,0.01,0.01,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Guatemala,14,K17_rcp85_2100,0.02,0.06,0.12,0.04,0.07,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.00,0.01,0.03
Guernsey,0.06,Present day,--,0.00 ,--,--,0.02 ,--,--,0.00 ,--,--,0.01 ,--,--,0.00 ,--,--,0.01 ,--,--,0.00 ,--,--,0.01 ,--
Guernsey,0.06,K14_rcp26_2050,0.00,0.01,0.01,0.02,0.02,0.02,0.00,0.00,0.00,0.01,0.01,0.01,0.00,0.00,0.00,0.01,0.01,0.01,0.00,0.00,0.00,0.01,0.01,0.01
Guernsey,0.06,K14_rcp26_2100,0.01,0.01,0.01,0.02,0.02,0.02,0.00,0.00,0.01,0.01,0.01,0.01,0.00,0.00,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.01,0.01,0.01
Guernsey,0.06,K14_rcp45_2050,0.00,0.01,0.01,0.02,0.02,0.02,0.00,0.00,0.00,0.01,0.01,0.01,0.00,0.00,0.00,0.01,0.01,0.01,0.00,0.00,0.00,0.01,0.01,0.01
Guernsey,0.06,K14_rcp45_2100,0.01,0.01,0.01,0.02,0.02,0.02,0.00,0.00,0.01,0.01,0.01,0.01,0.00,0.00,0.01,0.01,0.01,0.01,0.00,0.00,0.01,0.01,0.01,0.01
Guernsey,0.06,K14_rcp85_2050,0.00,0.01,0.01,0.02,0.02,0.02,0.00,0.00,0.00,0.01,0.01,0.01,0.00,0.00,0.00,0.01,0.01,0.01,0.00,0.00,0.00,0.01,0.01,0.01
Guernsey,0.06,K14_rcp85_2100,0.01,0.01,0.01,0.02,0.02,0.02,0.00,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.01,0.01,0.01,0.01,0.00,0.00,0.01,0.01,0.01,0.01
Guernsey,0.06,K17_rcp26_2050,0.00,0.01,0.01,0.02,0.02,0.02,0.00,0.00,0.00,0.01,0.01,0.01,0.00,0.00,0.00,0.01,0.01,0.01,0.00,0.00,0.00,0.01,0.01,0.01
Guernsey,0.06,K17_rcp26_2100,0.00,0.01,0.01,0.02,0.02,0.02,0.00,0.00,0.01,0.01,0.01,0.01,0.00,0.00,0.01,0.01,0.01,0.01,0.00,0.00,0.01,0.01,0.01,0.01
Guernsey,0.06,K17_rcp45_2050,0.00,0.01,0.01,0.02,0.02,0.02,0.00,0.00,0.00,0.01,0.01,0.01,0.00,0.00,0.00,0.01,0.01,0.01,0.00,0.00,0.00,0.01,0.01,0.01
